MCM_STATE | mode=market impulse=-0.4216 motivation=-0.0575 risk=-0.0893 replay=0.0000 self_state=active attractor=analysis mean_energy=-0.6496 mean_motivation=-0.0466 mean_risk=-0.1285 mean_velocity=0.1822 clusters=1 memory_center=-0.6469 memory_strength=12
MCM_STATE | mode=market impulse=-0.2726 motivation=-0.1324 risk=-0.1944 replay=0.0058 self_state=stable attractor=cooperate mean_energy=0.1669 mean_motivation=0.0980 mean_risk=-1.2614 mean_velocity=0.2792 clusters=1 memory_center=0.1429 memory_strength=25
MCM_STATE | mode=market impulse=0.7313 motivation=0.1968 risk=-0.1487 replay=-0.0046 self_state=active attractor=cooperate mean_energy=1.2271 mean_motivation=0.2566 mean_risk=-1.2538 mean_velocity=0.3209 clusters=1 memory_center=0.1429 memory_strength=21
MCM_STATE | mode=market impulse=0.5973 motivation=0.1115 risk=-0.0386 replay=0.0149 self_state=active attractor=explore mean_energy=1.7281 mean_motivation=0.3170 mean_risk=-1.1079 mean_velocity=0.2209 clusters=1 memory_center=2.0300 memory_strength=25
MCM_STATE | mode=market impulse=0.0459 motivation=-0.0575 risk=-0.1350 replay=0.0103 self_state=active attractor=explore mean_energy=1.5058 mean_motivation=0.1959 mean_risk=-1.0292 mean_velocity=0.3024 clusters=1 memory_center=2.0300 memory_strength=21
MCM_STATE | mode=market impulse=-0.3356 motivation=-0.0395 risk=-0.1097 replay=0.0261 self_state=active attractor=cooperate mean_energy=0.6832 mean_motivation=0.1077 mean_risk=-0.9249 mean_velocity=0.3333 clusters=1 memory_center=0.7594 memory_strength=19
MCM_STATE | mode=market impulse=1.0730 motivation=0.1802 risk=-0.1200 replay=0.0091 self_state=active attractor=explore mean_energy=1.8164 mean_motivation=0.1654 mean_risk=-0.8785 mean_velocity=0.2298 clusters=1 memory_center=2.0536 memory_strength=27
MCM_STATE | mode=market impulse=0.5124 motivation=0.0829 risk=-0.0223 replay=0.0198 self_state=active attractor=explore mean_energy=1.9378 mean_motivation=0.1645 mean_risk=-0.7586 mean_velocity=0.1887 clusters=1 memory_center=2.1129 memory_strength=35
MCM_STATE | mode=market impulse=-0.7571 motivation=-0.1295 risk=-0.2090 replay=0.0165 self_state=active attractor=explore mean_energy=0.5042 mean_motivation=-0.0380 mean_risk=-0.8890 mean_velocity=0.2501 clusters=1 memory_center=2.1129 memory_strength=30
MCM_STATE | mode=market impulse=0.2361 motivation=0.0466 risk=-0.0373 replay=0.0254 self_state=active attractor=cooperate mean_energy=0.6922 mean_motivation=-0.0456 mean_risk=-0.8097 mean_velocity=0.2778 clusters=1 memory_center=0.6666 memory_strength=32
MCM_STATE | mode=market impulse=-0.4062 motivation=-0.0532 risk=-0.1363 replay=-0.0127 self_state=stable attractor=cooperate mean_energy=-0.1002 mean_motivation=-0.0772 mean_risk=-0.7876 mean_velocity=0.2778 clusters=1 memory_center=0.6666 memory_strength=27
MCM_STATE | mode=market impulse=0.4860 motivation=0.0189 risk=-0.1312 replay=-0.0190 self_state=active attractor=cooperate mean_energy=0.5931 mean_motivation=-0.0084 mean_risk=-0.7860 mean_velocity=0.2751 clusters=1 memory_center=0.6223 memory_strength=35
MCM_STATE | mode=market impulse=-0.4738 motivation=-0.0776 risk=-0.1667 replay=0.0165 self_state=active attractor=cooperate mean_energy=-0.2119 mean_motivation=-0.0376 mean_risk=-0.7979 mean_velocity=0.2887 clusters=1 memory_center=0.6223 memory_strength=30
MCM_STATE | mode=market impulse=-0.8337 motivation=-0.1438 risk=-0.2363 replay=-0.0262 self_state=active attractor=cooperate mean_energy=-1.5012 mean_motivation=-0.1308 mean_risk=-0.8669 mean_velocity=0.2882 clusters=1 memory_center=0.6223 memory_strength=26
MCM_STATE | mode=outcome impulse=-0.9314 motivation=-0.2261 risk=-0.2235 replay=0.0198 self_state=active attractor=cooperate mean_energy=-2.0500 mean_motivation=-0.3404 mean_risk=-0.9266 mean_velocity=0.2073 clusters=1 memory_center=0.6223 memory_strength=22
MCM_STATE | mode=market impulse=1.6799 motivation=0.1315 risk=-0.2032 replay=-0.0011 self_state=active attractor=cooperate mean_energy=0.7751 mean_motivation=-0.2217 mean_risk=-0.9996 mean_velocity=0.2635 clusters=1 memory_center=0.7010 memory_strength=31
MCM_STATE | mode=market impulse=0.7912 motivation=0.0571 risk=-0.0430 replay=-0.0011 self_state=active attractor=cooperate mean_energy=1.7133 mean_motivation=-0.1452 mean_risk=-0.9137 mean_velocity=0.1743 clusters=1 memory_center=0.7010 memory_strength=26
MCM_STATE | mode=market impulse=1.5859 motivation=0.1283 risk=-0.2007 replay=-0.0127 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=-0.0351 mean_risk=-1.0591 mean_velocity=0.1623 clusters=1 memory_center=2.1181 memory_strength=29
MCM_STATE | mode=market impulse=-1.0819 motivation=-0.0819 risk=-0.3282 replay=0.0084 self_state=stable attractor=explore mean_energy=0.0872 mean_motivation=-0.1331 mean_risk=-1.2519 mean_velocity=0.2238 clusters=1 memory_center=2.1181 memory_strength=25
MCM_STATE | mode=market impulse=-0.6975 motivation=-0.1465 risk=-0.2106 replay=0.0198 self_state=active attractor=explore mean_energy=-1.0394 mean_motivation=-0.2965 mean_risk=-1.2584 mean_velocity=0.2757 clusters=1 memory_center=2.1181 memory_strength=21
MCM_STATE | mode=market impulse=1.1430 motivation=0.2496 risk=-0.1665 replay=0.0254 self_state=active attractor=cooperate mean_energy=0.7662 mean_motivation=-0.1065 mean_risk=-1.2382 mean_velocity=0.3247 clusters=1 memory_center=0.7650 memory_strength=26
MCM_STATE | mode=market impulse=0.7025 motivation=0.1516 risk=-0.0629 replay=0.0092 self_state=active attractor=cooperate mean_energy=1.5044 mean_motivation=0.0047 mean_risk=-1.1202 mean_velocity=0.2063 clusters=1 memory_center=0.7650 memory_strength=22
MCM_STATE | mode=market impulse=-0.6096 motivation=-0.1186 risk=-0.1725 replay=0.0058 self_state=active attractor=cooperate mean_energy=0.3842 mean_motivation=-0.1401 mean_risk=-1.0847 mean_velocity=0.2358 clusters=1 memory_center=0.5927 memory_strength=31
MCM_STATE | mode=market impulse=0.2448 motivation=0.0563 risk=-0.0360 replay=-0.0046 self_state=active attractor=cooperate mean_energy=0.6522 mean_motivation=-0.1153 mean_risk=-0.9385 mean_velocity=0.2672 clusters=1 memory_center=0.6107 memory_strength=38
MCM_STATE | mode=market impulse=-0.8458 motivation=-0.1528 risk=-0.2560 replay=0.0186 self_state=active attractor=cooperate mean_energy=-0.8147 mean_motivation=-0.2761 mean_risk=-1.0107 mean_velocity=0.3144 clusters=1 memory_center=0.6107 memory_strength=32
MCM_STATE | mode=market impulse=0.7133 motivation=0.1147 risk=-0.0600 replay=0.0073 self_state=active attractor=cooperate mean_energy=0.2443 mean_motivation=-0.1611 mean_risk=-0.9570 mean_velocity=0.2803 clusters=1 memory_center=0.6107 memory_strength=27
MCM_STATE | mode=market impulse=1.0037 motivation=0.1488 risk=-0.1236 replay=0.0261 self_state=active attractor=cooperate mean_energy=1.4706 mean_motivation=-0.0589 mean_risk=-0.9829 mean_velocity=0.1945 clusters=1 memory_center=0.6107 memory_strength=23
MCM_STATE | mode=market impulse=-0.0735 motivation=-0.0963 risk=-0.1517 replay=0.0186 self_state=active attractor=cooperate mean_energy=1.1953 mean_motivation=-0.1383 mean_risk=-1.0643 mean_velocity=0.2444 clusters=1 memory_center=0.6107 memory_strength=20
MCM_STATE | mode=market impulse=-0.0683 motivation=-0.0884 risk=-0.1444 replay=0.0014 self_state=active attractor=cooperate mean_energy=0.8946 mean_motivation=-0.2135 mean_risk=-1.1412 mean_velocity=0.2954 clusters=1 memory_center=0.7803 memory_strength=29
MCM_STATE | mode=market impulse=-0.3308 motivation=-0.0358 risk=-0.0695 replay=0.0236 self_state=active attractor=cooperate mean_energy=0.2230 mean_motivation=-0.2318 mean_risk=-1.1171 mean_velocity=0.2949 clusters=1 memory_center=0.7803 memory_strength=25
MCM_STATE | mode=market impulse=-0.7937 motivation=-0.1372 risk=-0.2268 replay=0.0186 self_state=active attractor=cooperate mean_energy=-1.1062 mean_motivation=-0.3202 mean_risk=-1.2121 mean_velocity=0.3247 clusters=1 memory_center=0.7803 memory_strength=21
MCM_STATE | mode=market impulse=1.4928 motivation=0.3280 risk=-0.1691 replay=-0.0046 self_state=active attractor=cooperate mean_energy=1.2058 mean_motivation=-0.0141 mean_risk=-1.2815 mean_velocity=0.3320 clusters=1 memory_center=0.7803 memory_strength=18
MCM_STATE | mode=market impulse=-0.6160 motivation=-0.1174 risk=-0.1719 replay=-0.0046 self_state=stable attractor=cooperate mean_energy=0.1038 mean_motivation=-0.1417 mean_risk=-1.3261 mean_velocity=0.2838 clusters=1 memory_center=0.1361 memory_strength=26
MCM_STATE | mode=market impulse=-0.0950 motivation=0.0029 risk=-0.0312 replay=0.0261 self_state=stable attractor=cooperate mean_energy=-0.0873 mean_motivation=-0.1278 mean_risk=-1.2595 mean_velocity=0.2555 clusters=1 memory_center=0.0086 memory_strength=34
MCM_STATE | mode=market impulse=1.1330 motivation=0.2025 risk=-0.1214 replay=0.0198 self_state=active attractor=cooperate mean_energy=1.3814 mean_motivation=0.0432 mean_risk=-1.3056 mean_velocity=0.1856 clusters=1 memory_center=0.0086 memory_strength=29
MCM_STATE | mode=market impulse=-0.4214 motivation=-0.0590 risk=-0.0904 replay=-0.0123 self_state=active attractor=cooperate mean_energy=0.5938 mean_motivation=-0.0625 mean_risk=-1.2582 mean_velocity=0.2266 clusters=1 memory_center=0.0086 memory_strength=25
MCM_STATE | mode=market impulse=-0.2598 motivation=-0.0537 risk=-0.0664 replay=0.0261 self_state=stable attractor=cooperate mean_energy=0.1032 mean_motivation=-0.1510 mean_risk=-1.1372 mean_velocity=0.2673 clusters=1 memory_center=0.0740 memory_strength=33
MCM_STATE | mode=market impulse=-0.3519 motivation=-0.0405 risk=-0.0758 replay=0.0198 self_state=active attractor=cooperate mean_energy=-0.5043 mean_motivation=-0.1663 mean_risk=-1.0280 mean_velocity=0.3012 clusters=1 memory_center=0.0740 memory_strength=28
MCM_STATE | mode=market impulse=-0.8556 motivation=-0.1531 risk=-0.2545 replay=0.0080 self_state=active attractor=cooperate mean_energy=-1.6756 mean_motivation=-0.2839 mean_risk=-1.1003 mean_velocity=0.2314 clusters=1 memory_center=0.0740 memory_strength=24
MCM_STATE | mode=market impulse=0.8601 motivation=0.2070 risk=-0.1145 replay=-0.0123 self_state=stable attractor=cooperate mean_energy=-0.1923 mean_motivation=-0.1207 mean_risk=-1.0806 mean_velocity=0.3004 clusters=1 memory_center=-0.0837 memory_strength=32
MCM_STATE | mode=market impulse=0.9041 motivation=0.1185 risk=-0.1221 replay=0.0198 self_state=active attractor=cooperate mean_energy=1.2262 mean_motivation=-0.0379 mean_risk=-1.0016 mean_velocity=0.3631 clusters=1 memory_center=-0.0837 memory_strength=27
MCM_STATE | mode=market impulse=-0.4128 motivation=-0.1095 risk=-0.1468 replay=0.0186 self_state=active attractor=cooperate mean_energy=0.4112 mean_motivation=-0.1390 mean_risk=-0.9248 mean_velocity=0.3861 clusters=1 memory_center=-0.0837 memory_strength=23
MCM_STATE | mode=market impulse=-0.6612 motivation=-0.1351 risk=-0.1959 replay=-0.0197 self_state=active attractor=cooperate mean_energy=-0.7424 mean_motivation=-0.2454 mean_risk=-0.9107 mean_velocity=0.3657 clusters=1 memory_center=-0.0837 memory_strength=20
MCM_STATE | mode=market impulse=-0.0121 motivation=0.0473 risk=-0.1750 replay=0.0217 self_state=active attractor=analysis mean_energy=-0.7788 mean_motivation=-0.1240 mean_risk=-0.8961 mean_velocity=0.3387 clusters=1 memory_center=-0.6901 memory_strength=28
MCM_STATE | mode=market impulse=-0.7265 motivation=-0.1188 risk=-0.2368 replay=0.0217 self_state=active attractor=analysis mean_energy=-1.7091 mean_motivation=-0.1700 mean_risk=-0.9567 mean_velocity=0.2146 clusters=1 memory_center=-0.6901 memory_strength=24
MCM_STATE | mode=market impulse=-0.4797 motivation=-0.0756 risk=-0.1404 replay=0.0146 self_state=active attractor=analysis mean_energy=-2.0282 mean_motivation=-0.2019 mean_risk=-0.9091 mean_velocity=0.2015 clusters=1 memory_center=-0.6901 memory_strength=20
MCM_STATE | mode=market impulse=-0.0975 motivation=0.0183 risk=-0.0919 replay=0.0058 self_state=active attractor=defense mean_energy=-1.8114 mean_motivation=-0.1721 mean_risk=-0.8345 mean_velocity=0.1960 clusters=1 memory_center=-1.8791 memory_strength=25
MCM_STATE | mode=market impulse=0.5555 motivation=0.0563 risk=-0.0849 replay=-0.0010 self_state=active attractor=analysis mean_energy=-0.6866 mean_motivation=-0.1224 mean_risk=-0.8166 mean_velocity=0.2787 clusters=1 memory_center=-0.6680 memory_strength=26
MCM_STATE | mode=market impulse=-0.7385 motivation=-0.1181 risk=-0.2029 replay=0.0060 self_state=active attractor=defense mean_energy=-1.5749 mean_motivation=-0.2381 mean_risk=-0.8895 mean_velocity=0.3276 clusters=1 memory_center=-1.7349 memory_strength=30
MCM_STATE | mode=market impulse=-0.7137 motivation=-0.1475 risk=-0.2132 replay=0.0146 self_state=active attractor=defense mean_energy=-2.0438 mean_motivation=-0.3596 mean_risk=-1.0104 mean_velocity=0.2166 clusters=1 memory_center=-1.7349 memory_strength=26
MCM_STATE | mode=market impulse=-0.6492 motivation=-0.0918 risk=-0.2327 replay=0.0060 self_state=active attractor=defense mean_energy=-2.0480 mean_motivation=-0.4213 mean_risk=-1.1746 mean_velocity=0.1862 clusters=1 memory_center=-2.1890 memory_strength=29
MCM_STATE | mode=market impulse=1.1371 motivation=0.2448 risk=-0.1463 replay=-0.0080 self_state=stable attractor=defense mean_energy=-0.0286 mean_motivation=-0.1896 mean_risk=-1.2717 mean_velocity=0.2514 clusters=1 memory_center=-2.1890 memory_strength=25
MCM_STATE | mode=market impulse=-0.0404 motivation=-0.0866 risk=-0.1565 replay=0.0146 self_state=stable attractor=cooperate mean_energy=0.0445 mean_motivation=-0.2976 mean_risk=-1.3038 mean_velocity=0.2804 clusters=1 memory_center=0.0047 memory_strength=26
MCM_STATE | mode=market impulse=-0.5087 motivation=-0.0890 risk=-0.1306 replay=0.0261 self_state=active attractor=cooperate mean_energy=-0.6524 mean_motivation=-0.3838 mean_risk=-1.2582 mean_velocity=0.3006 clusters=1 memory_center=0.0047 memory_strength=22
MCM_STATE | mode=market impulse=-0.6149 motivation=-0.0831 risk=-0.2321 replay=0.0058 self_state=active attractor=defense mean_energy=-1.4850 mean_motivation=-0.4455 mean_risk=-1.2521 mean_velocity=0.2945 clusters=1 memory_center=-1.6001 memory_strength=24
MCM_STATE | mode=market impulse=-0.6780 motivation=-0.1322 risk=-0.1923 replay=-0.0081 self_state=active attractor=defense mean_energy=-2.0419 mean_motivation=-0.4947 mean_risk=-1.1902 mean_velocity=0.2212 clusters=1 memory_center=-2.1908 memory_strength=25
MCM_STATE | mode=market impulse=1.0170 motivation=0.1497 risk=-0.1391 replay=0.0186 self_state=active attractor=cooperate mean_energy=-0.2210 mean_motivation=-0.3181 mean_risk=-1.1638 mean_velocity=0.2406 clusters=1 memory_center=-0.0805 memory_strength=26
MCM_STATE | mode=market impulse=-0.5036 motivation=-0.0852 risk=-0.1254 replay=0.0186 self_state=active attractor=analysis mean_energy=-0.8863 mean_motivation=-0.3802 mean_risk=-1.1182 mean_velocity=0.2831 clusters=1 memory_center=-0.7899 memory_strength=24
MCM_STATE | mode=market impulse=-0.6580 motivation=-0.0983 risk=-0.2190 replay=0.0217 self_state=active attractor=defense mean_energy=-1.7191 mean_motivation=-0.4295 mean_risk=-1.1781 mean_velocity=0.3025 clusters=1 memory_center=-1.6373 memory_strength=24
MCM_STATE | mode=market impulse=0.9550 motivation=0.1453 risk=-0.1141 replay=-0.0263 self_state=stable attractor=cooperate mean_energy=0.0153 mean_motivation=-0.2669 mean_risk=-1.1152 mean_velocity=0.3065 clusters=1 memory_center=-0.0556 memory_strength=28
MCM_STATE | mode=market impulse=1.5012 motivation=0.3218 risk=-0.1745 replay=0.0198 self_state=active attractor=cooperate mean_energy=1.9486 mean_motivation=0.0412 mean_risk=-1.1451 mean_velocity=0.2069 clusters=1 memory_center=-0.0556 memory_strength=24
MCM_STATE | mode=market impulse=0.5804 motivation=0.0382 risk=-0.1242 replay=0.0186 self_state=active attractor=explore mean_energy=1.9491 mean_motivation=0.0674 mean_risk=-1.1198 mean_velocity=0.1571 clusters=1 memory_center=2.1929 memory_strength=25
MCM_STATE | mode=market impulse=-0.3839 motivation=-0.0510 risk=-0.1697 replay=-0.0095 self_state=active attractor=explore mean_energy=1.1767 mean_motivation=0.0008 mean_risk=-1.1211 mean_velocity=0.2488 clusters=1 memory_center=2.1929 memory_strength=21
MCM_STATE | mode=market impulse=-0.6422 motivation=-0.1321 risk=-0.1940 replay=-0.0007 self_state=stable attractor=cooperate mean_energy=0.0121 mean_motivation=-0.1535 mean_risk=-1.1595 mean_velocity=0.2581 clusters=1 memory_center=-0.0164 memory_strength=26
MCM_STATE | mode=market impulse=-0.1308 motivation=-0.0657 risk=-0.0910 replay=0.0217 self_state=active attractor=cooperate mean_energy=-0.2320 mean_motivation=-0.2379 mean_risk=-1.0761 mean_velocity=0.2641 clusters=1 memory_center=-0.1404 memory_strength=34
MCM_STATE | mode=market impulse=1.1205 motivation=0.2058 risk=-0.1181 replay=-0.0123 self_state=active attractor=cooperate mean_energy=1.4927 mean_motivation=-0.0686 mean_risk=-1.1121 mean_velocity=0.2889 clusters=1 memory_center=-0.1404 memory_strength=29
MCM_STATE | mode=market impulse=0.9498 motivation=0.1228 risk=-0.1350 replay=0.0217 self_state=active attractor=cooperate mean_energy=1.9500 mean_motivation=0.0021 mean_risk=-1.1653 mean_velocity=0.2136 clusters=1 memory_center=-0.1404 memory_strength=25
MCM_STATE | mode=market impulse=-0.6770 motivation=-0.1062 risk=-0.1915 replay=0.0186 self_state=active attractor=cooperate mean_energy=0.6957 mean_motivation=-0.1255 mean_risk=-1.2424 mean_velocity=0.2859 clusters=1 memory_center=-0.1404 memory_strength=21
MCM_STATE | mode=market impulse=0.5161 motivation=0.0808 risk=-0.0081 replay=-0.0017 self_state=active attractor=neutral mean_energy=1.3284 mean_motivation=-0.0587 mean_risk=-1.1281 mean_velocity=0.2976 clusters=1 memory_center=1.3539 memory_strength=25
MCM_STATE | mode=market impulse=-0.5057 motivation=-0.1502 risk=-0.2108 replay=-0.0095 self_state=active attractor=cooperate mean_energy=0.3196 mean_motivation=-0.2118 mean_risk=-1.2153 mean_velocity=0.2787 clusters=1 memory_center=0.4582 memory_strength=23
MCM_STATE | mode=market impulse=0.2728 motivation=0.0627 risk=-0.0498 replay=0.0186 self_state=active attractor=cooperate mean_energy=0.6010 mean_motivation=-0.1806 mean_risk=-1.1365 mean_velocity=0.2896 clusters=1 memory_center=0.5273 memory_strength=32
MCM_STATE | mode=market impulse=-0.8422 motivation=-0.1487 risk=-0.2470 replay=-0.0263 self_state=active attractor=cooperate mean_energy=-0.8556 mean_motivation=-0.3383 mean_risk=-1.1958 mean_velocity=0.3142 clusters=1 memory_center=0.5273 memory_strength=27
MCM_STATE | mode=market impulse=1.4412 motivation=0.2985 risk=-0.1693 replay=0.0186 self_state=active attractor=neutral mean_energy=1.3584 mean_motivation=-0.0384 mean_risk=-1.2631 mean_velocity=0.3089 clusters=1 memory_center=1.3387 memory_strength=25
MCM_STATE | mode=market impulse=-0.4274 motivation=-0.0620 risk=-0.0958 replay=0.0063 self_state=active attractor=cooperate mean_energy=0.5384 mean_motivation=-0.0969 mean_risk=-1.1770 mean_velocity=0.2915 clusters=1 memory_center=0.5632 memory_strength=32
MCM_STATE | mode=market impulse=1.0635 motivation=0.1862 risk=-0.1090 replay=-0.0017 self_state=active attractor=cooperate mean_energy=1.8170 mean_motivation=0.0369 mean_risk=-1.1321 mean_velocity=0.1850 clusters=1 memory_center=0.5632 memory_strength=27
MCM_STATE | mode=market impulse=-0.7494 motivation=-0.1262 risk=-0.2067 replay=0.0198 self_state=active attractor=cooperate mean_energy=0.4955 mean_motivation=-0.0929 mean_risk=-1.2004 mean_velocity=0.2393 clusters=1 memory_center=0.5412 memory_strength=35
MCM_STATE | mode=market impulse=0.6901 motivation=0.0982 risk=-0.0809 replay=-0.0017 self_state=active attractor=cooperate mean_energy=1.4684 mean_motivation=-0.0124 mean_risk=-1.1796 mean_velocity=0.3007 clusters=1 memory_center=0.5412 memory_strength=30
MCM_STATE | mode=market impulse=-0.6987 motivation=-0.1044 risk=-0.1710 replay=-0.0196 self_state=stable attractor=cooperate mean_energy=0.1998 mean_motivation=-0.1311 mean_risk=-1.2018 mean_velocity=0.3192 clusters=1 memory_center=0.3868 memory_strength=38
MCM_STATE | mode=market impulse=-0.1599 motivation=-0.0131 risk=-0.0567 replay=-0.0196 self_state=stable attractor=cooperate mean_energy=-0.1526 mean_motivation=-0.1347 mean_risk=-1.0734 mean_velocity=0.3192 clusters=1 memory_center=0.3868 memory_strength=32
MCM_STATE | mode=market impulse=0.6464 motivation=0.1495 risk=-0.0953 replay=0.0253 self_state=active attractor=cooperate mean_energy=0.7499 mean_motivation=-0.0005 mean_risk=-1.0451 mean_velocity=0.3311 clusters=1 memory_center=0.3868 memory_strength=27
MCM_STATE | mode=market impulse=-0.5755 motivation=-0.1029 risk=-0.1501 replay=-0.0263 self_state=active attractor=cooperate mean_energy=-0.3447 mean_motivation=-0.1486 mean_risk=-1.0608 mean_velocity=0.3137 clusters=1 memory_center=0.3868 memory_strength=23
MCM_STATE | mode=market impulse=-0.2588 motivation=-0.0480 risk=-0.0609 replay=-0.0123 self_state=active attractor=cooperate mean_energy=-0.8084 mean_motivation=-0.2186 mean_risk=-0.9717 mean_velocity=0.3157 clusters=1 memory_center=0.3868 memory_strength=20
MCM_STATE | mode=market impulse=0.4437 motivation=0.0367 risk=-0.0585 replay=-0.0196 self_state=stable attractor=cooperate mean_energy=-0.1141 mean_motivation=-0.2154 mean_risk=-0.9102 mean_velocity=0.2989 clusters=1 memory_center=-0.1907 memory_strength=29
MCM_STATE | mode=market impulse=0.0311 motivation=-0.0561 risk=-0.1254 replay=0.0046 self_state=stable attractor=cooperate mean_energy=-0.0682 mean_motivation=-0.3277 mean_risk=-0.8890 mean_velocity=0.2727 clusters=1 memory_center=-0.1232 memory_strength=37
MCM_STATE | mode=market impulse=1.0798 motivation=0.1716 risk=-0.1445 replay=0.0076 self_state=active attractor=cooperate mean_energy=1.3831 mean_motivation=-0.1788 mean_risk=-0.9014 mean_velocity=0.1923 clusters=1 memory_center=-0.1232 memory_strength=31
MCM_STATE | mode=market impulse=-0.7418 motivation=-0.1205 risk=-0.1954 replay=-0.0098 self_state=stable attractor=cooperate mean_energy=0.1048 mean_motivation=-0.2781 mean_risk=-0.9121 mean_velocity=0.2564 clusters=1 memory_center=-0.0099 memory_strength=38
MCM_STATE | mode=market impulse=1.2070 motivation=0.2402 risk=-0.1117 replay=0.0076 self_state=active attractor=cooperate mean_energy=1.6490 mean_motivation=-0.0821 mean_risk=-0.8547 mean_velocity=0.1998 clusters=1 memory_center=-0.0099 memory_strength=32
MCM_STATE | mode=market impulse=-0.3703 motivation=-0.1139 risk=-0.1616 replay=-0.0098 self_state=active attractor=cooperate mean_energy=0.8626 mean_motivation=-0.1710 mean_risk=-0.8846 mean_velocity=0.2655 clusters=1 memory_center=-0.0099 memory_strength=27
MCM_STATE | mode=market impulse=-0.8642 motivation=-0.1538 risk=-0.2539 replay=-0.0263 self_state=active attractor=cooperate mean_energy=-0.6556 mean_motivation=-0.3081 mean_risk=-1.0367 mean_velocity=0.3079 clusters=1 memory_center=-0.0099 memory_strength=23
MCM_STATE | mode=outcome impulse=-0.9334 motivation=-0.2261 risk=-0.2235 replay=0.0089 self_state=active attractor=cooperate mean_energy=-1.9648 mean_motivation=-0.5045 mean_risk=-1.1199 mean_velocity=0.2092 clusters=1 memory_center=-0.0099 memory_strength=20
MCM_STATE | mode=market impulse=0.0457 motivation=-0.0271 risk=-0.1298 replay=-0.0196 self_state=active attractor=cooperate mean_energy=-1.6597 mean_motivation=-0.4781 mean_risk=-1.0871 mean_velocity=0.1767 clusters=1 memory_center=-0.0099 memory_strength=17
MCM_STATE | mode=market impulse=1.8040 motivation=0.1622 risk=-0.2313 replay=0.0089 self_state=active attractor=neutral mean_energy=1.2347 mean_motivation=-0.2963 mean_risk=-1.1952 mean_velocity=0.2271 clusters=1 memory_center=1.3650 memory_strength=18
MCM_STATE | mode=market impulse=0.8205 motivation=0.0650 risk=-0.0715 replay=-0.0123 self_state=active attractor=explore mean_energy=1.9410 mean_motivation=-0.2183 mean_risk=-1.1182 mean_velocity=0.1763 clusters=1 memory_center=2.1043 memory_strength=18
MCM_STATE | mode=market impulse=1.4463 motivation=0.1065 risk=-0.1463 replay=-0.0001 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=-0.1137 mean_risk=-1.1363 mean_velocity=0.1592 clusters=1 memory_center=2.1522 memory_strength=27
MCM_STATE | mode=market impulse=-0.6211 motivation=-0.0914 risk=-0.1721 replay=0.0217 self_state=active attractor=explore mean_energy=0.7717 mean_motivation=-0.2091 mean_risk=-1.1857 mean_velocity=0.2270 clusters=1 memory_center=2.1522 memory_strength=23
MCM_STATE | mode=market impulse=0.9171 motivation=0.1947 risk=-0.0677 replay=0.0046 self_state=active attractor=explore mean_energy=1.8280 mean_motivation=0.0019 mean_risk=-1.1459 mean_velocity=0.1789 clusters=1 memory_center=2.1229 memory_strength=32
MCM_STATE | mode=outcome impulse=-0.9387 motivation=-0.2261 risk=-0.2235 replay=-0.0205 self_state=stable attractor=explore mean_energy=0.1671 mean_motivation=-0.2072 mean_risk=-1.2213 mean_velocity=0.2486 clusters=1 memory_center=2.1229 memory_strength=27
MCM_STATE | mode=market impulse=-0.0168 motivation=-0.0497 risk=-0.2190 replay=0.0186 self_state=stable attractor=cooperate mean_energy=0.0453 mean_motivation=-0.2189 mean_risk=-1.2805 mean_velocity=0.2648 clusters=1 memory_center=0.0659 memory_strength=27
MCM_STATE | mode=market impulse=-0.1829 motivation=-0.0399 risk=-0.1190 replay=0.0217 self_state=active attractor=cooperate mean_energy=-0.3183 mean_motivation=-0.1819 mean_risk=-1.2268 mean_velocity=0.2688 clusters=1 memory_center=0.0659 memory_strength=23
MCM_STATE | mode=market impulse=-0.2798 motivation=-0.0169 risk=-0.0368 replay=-0.0205 self_state=active attractor=cooperate mean_energy=-0.8028 mean_motivation=-0.1439 mean_risk=-1.0795 mean_velocity=0.2921 clusters=1 memory_center=0.0659 memory_strength=20
MCM_STATE | mode=market impulse=-0.8846 motivation=-0.0557 risk=-0.2172 replay=0.0255 self_state=active attractor=cooperate mean_energy=-1.9536 mean_motivation=-0.1955 mean_risk=-1.1216 mean_velocity=0.2110 clusters=1 memory_center=0.0659 memory_strength=17
MCM_STATE | mode=market impulse=1.2480 motivation=0.2628 risk=-0.1323 replay=-0.0091 self_state=stable attractor=cooperate mean_energy=0.1162 mean_motivation=0.0564 mean_risk=-1.1392 mean_velocity=0.2729 clusters=1 memory_center=0.0649 memory_strength=26
MCM_STATE | mode=market impulse=-0.2671 motivation=-0.0052 risk=-0.1877 replay=0.0255 self_state=active attractor=cooperate mean_energy=-0.2707 mean_motivation=0.0624 mean_risk=-1.1310 mean_velocity=0.2748 clusters=1 memory_center=-0.0879 memory_strength=34
MCM_STATE | mode=market impulse=0.3079 motivation=0.0688 risk=-0.0243 replay=-0.0255 self_state=active attractor=cooperate mean_energy=0.2574 mean_motivation=0.1285 mean_risk=-0.9659 mean_velocity=0.2975 clusters=1 memory_center=0.0715 memory_strength=41
