timestamp;runtime_tick;sequence;phase;reason;decision;form_symbol_id;form_symbol_family_key;form_symbol_variant_key;form_symbol_scope;form_symbol_abstraction_level;form_symbol_resolution_quality;form_symbol_detail_pressure;form_symbol_object_distance;form_symbol_containment;form_symbol_field_decoupling;form_symbol_development_quality;form_symbol_action_affinity;form_symbol_observation_affinity;form_symbol_reframe_potential;form_symbol_action_binding;form_symbol_observation_binding;form_symbol_reframe_binding;form_symbol_memory_loaded;form_symbol_memory_symbol_count;form_symbol_seen;form_symbol_maturity;form_symbol_stability;form_symbol_resonance;form_symbol_load_reduction;form_symbol_zoom_need;form_symbol_split_pressure;form_symbol_merge_pressure;form_symbol_bearing;form_symbol_fragility;form_symbol_relevance;form_symbol_novelty;form_symbol_distance;form_symbol_compound_id;form_symbol_compound_scope;form_symbol_compound_seen;form_symbol_compound_maturity;form_symbol_compound_stability;form_symbol_compound_resonance;form_symbol_compound_bearing;form_symbol_compound_load_reduction;form_symbol_compound_novelty;form_symbol_compound_development_quality;form_symbol_compound_action_affinity;form_symbol_compound_observation_affinity;form_symbol_compound_reframe_potential;form_symbol_memory_compound_count;structure_quality;context_confidence;field_clarity;field_pressure;field_fragmentation
1767554400000000;597;538;hold;context_cluster_negative;WAIT;fs_8b2a744fe7;2|-0.80|-0.40|-0.80|0.00|0.40|0.70|0.70|0.00;-0.60|-0.60|-0.60|-0.60|-0.60|0.00|0.00|0.60|0.40|1.00|0.20|0.80|0.80|0.60|0.80|0.80|0.00|0.00|0.00;structured_form;2;0.6790;0.3172;0.2968;0.3982;0.3001;0.0000;0.5000;0.0000;0.0000;0.4666;0.0223;0.0000;1;327;19;0.7037;0.8417;0.5468;0.3940;0.2308;0.0683;0.5782;0.7258;0.1591;0.3369;0.3731;0.0768;fc_384a28e0fc;compound_form;11;0.4583;0.8413;0.3018;0.6857;0.2203;0.5446;0.0000;0.5000;0.0000;0.0000;774;0.7147;0.7462;0.1000;0.0000;0.0000
1767554700000000;598;539;hold;stressed_block;WAIT;fs_702f609ec1;2|-0.80|-0.40|-0.80|0.40|0.40|0.70|0.70|0.00;-0.60|-0.60|-0.60|-0.60|-0.60|0.60|0.00|0.00|1.00|0.80|0.20|0.60|0.80|0.60|0.80|0.80|0.00|0.00|0.00;structured_form;2;0.6332;0.2983;0.2581;0.3638;0.2623;0.0000;0.5000;0.0000;0.0000;0.4428;0.0452;0.0000;1;327;48;0.8571;0.7406;0.5246;0.3490;0.2577;0.1162;0.5927;0.6778;0.3226;0.3248;0.3165;0.1736;fc_9c6ac1f244;compound_form;6;0.3158;0.7510;0.1766;0.6346;0.1159;0.6938;0.0000;0.5000;0.0000;0.0000;774;0.7111;0.7418;0.1000;0.0000;0.0000
1767555000000000;599;540;hold;context_cluster_negative;WAIT;fs_c2f2059122;2|-0.40|-0.40|-0.40|0.40|0.40|0.70|0.70|0.00;-0.40|-0.60|-0.40|-0.60|-0.60|0.40|0.00|0.60|0.40|1.00|0.40|0.80|0.60|0.40|0.60|0.60|0.00|0.00|0.00;structured_form;2;0.6457;0.2811;0.3477;0.4493;0.3661;0.0547;0.5033;0.0142;0.0383;0.4457;0.0336;0.0230;1;327;214;0.9640;0.7236;0.6173;0.4503;0.1798;0.0556;0.6706;0.6839;0.1769;0.3058;0.1511;0.1151;fc_e06cf1cd23;compound_form;6;0.3158;0.7253;0.1750;0.6169;0.1139;0.6854;0.0000;0.5000;0.0000;0.0000;774;0.6584;0.6766;0.1000;0.0000;0.0000
1767555300000000;600;541;hold;context_cluster_negative;WAIT;fs_6d1f9accb8;2|-0.40|-0.40|-0.40|0.00|0.40|0.70|0.70|0.00;-0.40|-0.20|-0.60|0.00|-0.60|0.20|0.00|0.60|0.40|0.80|0.20|0.60|0.80|0.60|0.80|0.80|0.20|0.20|0.00;structured_form;2;0.6096;0.3374;0.2917;0.3945;0.3031;-0.0642;0.5062;0.0520;0.0722;0.4441;0.0714;0.0433;1;327;251;0.9691;0.7008;0.5753;0.3939;0.2223;0.0892;0.6480;0.6598;0.2798;0.3336;0.1837;0.1529;fc_0b21b87aea;compound_form;6;0.3158;0.7059;0.1734;0.6053;0.1117;0.6890;0.0000;0.5000;0.0000;0.0000;774;0.7111;0.7418;0.2202;0.2934;0.0000
1767555600000000;601;542;observe;zero_point_regulation;WAIT;fs_c591851b22;2|0.00|-0.80|-0.40|0.40|0.40|0.70|0.35|0.00;-0.60|-0.20|-0.80|0.20|-0.60|0.40|0.00|1.00|0.00|0.60|0.40|0.60|0.80|0.80|0.80|0.80|0.20|0.40|0.00;structured_form;2;0.6215;0.3957;0.2723;0.3811;0.2815;0.0000;0.5000;0.0000;0.0000;0.4460;0.0204;0.0000;1;327;10;0.5556;1.0000;0.5556;0.4163;0.2507;0.0329;0.5800;0.7006;0.1455;0.3729;0.4444;0.0000;fc_e1157daeca;compound_form;6;0.3158;0.7821;0.1879;0.6301;0.1247;0.6924;0.0000;0.5000;0.0000;0.0000;774;0.7784;0.8069;0.2453;0.3343;0.0000
1767555900000000;602;543;hold;fused_score_too_low;WAIT;fs_b4ce19ae96;2|0.00|-0.40|0.00|0.40|0.40|0.70|0.35|0.00;-0.40|0.00|-0.40|0.20|-0.40|0.20|0.00|0.80|0.20|0.60|0.40|0.60|0.80|0.60|0.80|0.80|0.00|0.00|0.00;structured_form;2;0.5857;0.2943;0.2577;0.3822;0.2825;0.0000;0.5000;0.0000;0.0000;0.4387;0.0206;0.0000;1;327;12;0.6000;0.9312;0.5411;0.4098;0.2212;0.0518;0.5674;0.6489;0.1470;0.2798;0.4315;0.0315;fc_81e791c950;compound_form;6;0.3158;0.8503;0.2018;0.6435;0.1372;0.6945;0.0000;0.5000;0.0000;0.0000;774;0.7147;0.7462;0.1000;0.0000;0.0000
1767556200000000;603;544;observe;zero_point_regulation;WAIT;fs_b602fb52c4;2|0.00|-0.80|0.00|0.40|0.40|0.70|0.35|0.00;-0.40|0.00|-0.60|0.20|-0.40|0.40|0.00|0.60|0.40|0.60|0.20|0.60|0.80|0.60|0.80|0.80|0.00|0.00|0.00;structured_form;2;0.6155;0.2882;0.2418;0.3578;0.2590;0.0000;0.5000;0.0000;0.0000;0.4408;0.0273;0.0000;1;327;18;0.6923;0.7973;0.4951;0.3494;0.2322;0.0978;0.5396;0.6636;0.1949;0.2789;0.4108;0.1031;fc_c4f6145709;compound_form;6;0.3158;0.8071;0.1873;0.6212;0.1254;0.6871;0.0000;0.5000;0.0000;0.0000;774;0.7533;0.7940;0.1000;0.0000;0.0000
1767556500000000;604;545;hold;context_cluster_negative;WAIT;fs_7dbf80d3eb;2|0.00|-0.40|0.00|0.00|0.40|0.70|0.70|0.00;-0.20|0.00|-0.40|0.00|-0.20|0.20|0.00|0.80|0.20|0.80|0.40|0.80|0.80|0.60|0.80|0.80|0.00|0.00|0.00;structured_form;2;0.6346;0.2395;0.2982;0.4138;0.3282;0.1188;0.5220;0.0076;0.0612;0.4551;0.0301;0.0367;1;327;163;0.9532;0.6668;0.5585;0.4031;0.1673;0.0786;0.6298;0.6683;0.1818;0.2493;0.1681;0.1213;fc_f5f7d708b2;compound_form;6;0.3158;0.7318;0.1710;0.6084;0.1114;0.6852;0.0000;0.5000;0.0000;0.0000;774;0.7116;0.7244;0.1000;0.0000;0.0000
1767557100000000;606;547;hold;context_cluster_negative;WAIT;fs_07c27812be;2|0.00|0.00|0.00|-0.40|0.40|0.35|0.70|0.00;0.00|0.00|0.00|0.20|-0.20|0.00|0.40|0.80|0.20|0.80|0.40|0.80|0.60|0.20|0.60|0.60|0.00|0.00|0.00;structured_form;2;0.5839;0.2114;0.3001;0.4284;0.3380;0.0000;0.5000;0.0000;0.0000;0.4311;0.0220;0.0000;1;327;40;0.8333;0.7692;0.5958;0.4502;0.1675;0.0584;0.6272;0.6267;0.1574;0.2324;0.2373;0.0706;fc_46a085f874;compound_form;5;0.2778;0.6640;0.1414;0.5794;0.0875;0.7335;0.0000;0.5000;0.0000;0.0000;774;0.6125;0.6195;0.1000;0.0000;0.0000
1767557400000000;607;548;observe;zero_point_regulation;WAIT;fs_8d69653959;1|0.55|0.55|0.00|0.00|0.50|0.50|0.00;0.40|0.40|0.40|0.60|0.00|0.00|0.20|0.80|0.20|0.60|0.40|0.60|0.60|0.00|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.4781;0.3370;0.2321;0.3546;0.2721;0.0000;0.5000;0.0000;0.0000;0.3910;0.0329;0.0000;1;327;136;0.9444;0.6601;0.5398;0.3673;0.2125;0.0955;0.6163;0.5170;0.2352;0.3206;0.1897;0.1342;fc_218fbb14c5;compound_form;1;0.0714;0.2320;0.0126;0.4045;0.0057;0.9505;0.0000;0.5000;0.0000;0.0000;775;0.5369;0.5261;0.1000;0.0000;0.0000
1767557700000000;608;549;hold;context_cluster_negative;WAIT;fs_057fadb563;1|0.55|0.00|0.55|0.55|0.50|0.50|0.00;0.20|0.40|0.20|0.80|0.00|0.20|0.00|0.60|0.40|0.60|0.20|0.40|0.60|0.20|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.4846;0.3315;0.2315;0.3536;0.2704;0.0000;0.5000;0.0000;0.0000;0.3920;0.0349;0.0000;1;327;201;0.9617;0.6520;0.5335;0.3623;0.2111;0.1000;0.6175;0.5243;0.2491;0.3047;0.1875;0.1492;fc_465000738c;compound_form;1;0.0714;0.2305;0.0123;0.3764;0.0055;0.9300;0.0000;0.5000;0.0000;0.0000;776;0.5747;0.5728;0.1000;0.0000;0.0000
1767558000000000;609;550;hold;context_cluster_negative;WAIT;fs_1e0bb8443c;1|0.00|0.00|0.00|0.00|0.50|0.50|0.00;0.20|0.20|0.20|0.60|-0.20|0.20|0.00|0.00|1.00|0.60|0.00|0.40|0.60|0.20|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.4804;0.2486;0.1788;0.3070;0.2151;-0.0464;0.4976;0.0220;0.0180;0.4638;0.0690;0.0108;1;327;2478;0.9968;0.6004;0.4447;0.2821;0.2449;0.1601;0.5751;0.5175;0.3952;0.2421;0.2601;0.2569;fc_d58fcdc7aa;compound_form;29;0.6905;0.7525;0.3736;0.5526;0.2844;0.3109;0.0000;0.5000;0.0000;0.0000;776;0.5709;0.5681;0.1000;0.0000;0.0000
1767558300000000;610;551;observe;zero_point_regulation;WAIT;fs_60b1f0ca21;1|0.55|0.55|0.55|-0.55|0.50|0.50|0.00;0.60|0.60|0.60|1.00|0.00|0.00|0.40|0.80|0.20|0.40|0.60|0.40|0.60|0.00|0.40|0.40|0.20|0.40|0.00;wide_form;1;0.3977;0.5172;0.1871;0.2868;0.2111;0.0000;0.5000;0.0000;0.0000;0.4564;0.0434;0.0045;1;327;376;0.9792;0.6244;0.4849;0.2893;0.2979;0.1294;0.5939;0.4480;0.3098;0.4675;0.2278;0.2069;fc_047ca22ca8;compound_form;30;0.6977;0.7184;0.3537;0.5144;0.2635;0.3162;0.0000;0.5000;0.0000;0.0000;776;0.5141;0.4980;0.2373;0.3075;0.0000
1767558600000000;611;552;hold;maturity_block;SHORT;fs_8d69653959;1|0.55|0.55|0.00|0.00|0.50|0.50|0.00;0.40|0.20|0.40|0.60|0.00|0.20|0.00|1.00|0.00|0.80|0.40|0.60|0.60|0.20|0.60|0.40|0.00|0.00|0.00;wide_form;1;0.4921;0.3159;0.2431;0.3602;0.2835;0.0000;0.5000;0.0000;0.0000;0.3926;0.0232;0.0000;1;327;137;0.9448;0.6546;0.5133;0.3530;0.2021;0.0932;0.6018;0.5291;0.1655;0.2988;0.2252;0.1701;fc_f5e9dbf281;compound_form;1;0.0714;0.2198;0.0114;0.3500;0.0050;0.9448;0.0000;0.5000;0.0000;0.0000;777;0.5111;0.5091;0.1000;0.0000;0.0000
1767558900000000;612;553;observe;zero_point_regulation;WAIT;fs_baed7124ad;1|0.55|0.55|0.55|0.00|0.50|0.50|0.00;0.40|0.40|0.40|0.80|-0.20|0.20|0.00|0.40|0.60|0.60|0.20|0.40|0.40|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.4213;0.3451;0.1954;0.3259;0.2413;-0.0596;0.4987;0.0283;0.0222;0.4361;0.0632;0.0158;1;327;1365;0.9942;0.6185;0.5255;0.3449;0.2256;0.1157;0.6198;0.4621;0.3256;0.3222;0.1512;0.1453;fc_b9cd14c71b;compound_form;14;0.5185;0.7368;0.2811;0.5175;0.1961;0.4949;0.0000;0.5000;0.0000;0.0000;777;0.4843;0.4942;0.1000;0.0000;0.0000
1767559200000000;613;554;hold;maturity_block;SHORT;fs_eb420e0673;1|0.00|0.55|0.00|0.55|0.50|0.50|0.00;0.40|0.20|0.60|0.40|0.20|0.20|0.00|0.00|1.00|0.80|0.00|0.60|0.40|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.5040;0.2315;0.2172;0.3506;0.2552;-0.0377;0.4997;0.0175;0.0195;0.4763;0.0625;0.0117;1;327;828;0.9904;0.6518;0.5288;0.3548;0.2205;0.1224;0.6244;0.5426;0.3689;0.2584;0.1905;0.1810;fc_da0ce35a57;compound_form;40;0.7547;0.7382;0.4122;0.5399;0.3175;0.2614;0.0000;0.5000;0.0000;0.0000;777;0.4843;0.4942;0.1000;0.0000;0.0000
1767559500000000;614;555;hold;context_cluster_negative;WAIT;fs_baed7124ad;1|0.55|0.55|0.55|0.00|0.50|0.50|0.00;0.60|0.20|0.80|0.20|0.40|0.20|0.00|0.40|0.40|0.80|0.20|0.60|0.40|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.4833;0.3124;0.2142;0.3373;0.2538;-0.0596;0.4987;0.0283;0.0222;0.4727;0.0572;0.0133;1;327;1366;0.9942;0.6164;0.5088;0.3346;0.2231;0.1146;0.6107;0.5173;0.2832;0.3266;0.1756;0.1698;fc_88ff3254df;compound_form;41;0.7593;0.7356;0.4107;0.5589;0.3191;0.2458;0.0000;0.5000;0.0000;0.0000;777;0.4691;0.4755;0.1000;0.0000;0.0000
1767559800000000;615;556;observe;structure_development_observe;LONG;fs_c4ee82282b;1|0.55|1.10|0.55|0.00|0.50|0.50|0.00;0.80|0.60|1.00|0.60|0.60|0.00|0.20|0.80|0.20|0.80|0.60|0.80|0.40|0.00|0.40|0.40|0.20|0.40|0.00;wide_form;1;0.4913;0.4695;0.2209;0.3165;0.2397;0.0089;0.5023;0.0340;0.0690;0.4629;0.0588;0.0439;1;327;275;0.9717;0.6277;0.4975;0.3065;0.2762;0.1142;0.5986;0.5341;0.2518;0.4718;0.2127;0.1844;fc_0e1c55e01f;compound_form;23;0.6389;0.7409;0.3440;0.5485;0.2551;0.3645;-0.0308;0.5000;0.0160;0.0153;777;0.4732;0.4622;0.2582;0.3090;0.0000
1767560100000000;616;557;hold;maturity_block;SHORT;fs_baed7124ad;1|0.55|0.55|0.55|0.00|0.50|0.50|0.00;0.40|0.40|0.60|0.20|0.40|0.00|0.20|0.80|0.20|0.80|0.40|0.80|0.40|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.5197;0.3027;0.2342;0.3479;0.2719;-0.0596;0.4987;0.0283;0.0222;0.4790;0.0437;0.0133;1;327;1367;0.9942;0.6084;0.4831;0.3220;0.2097;0.1074;0.5959;0.5480;0.1868;0.3166;0.2072;0.2014;fc_63fa14c276;compound_form;45;0.7759;0.7405;0.4135;0.5671;0.3247;0.2269;0.0000;0.5000;0.0000;0.0000;777;0.4733;0.4623;0.1000;0.0000;0.0000
1767560400000000;617;558;observe;zero_point_regulation;LONG;fs_2d6e46df34;1|0.00|0.55|0.00|-0.55|0.50|0.50|0.00;0.40|0.00|0.60|0.00|0.40|0.00|0.20|0.00|1.00|0.80|0.20|0.60|0.60|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.4718;0.2406;0.1898;0.3244;0.2298;0.0000;0.5000;0.0000;0.0000;0.4714;0.0551;0.0000;1;327;406;0.9807;0.6285;0.4937;0.3214;0.2354;0.1409;0.5997;0.5102;0.3937;0.2621;0.2182;0.1989;fc_5202a28ccb;compound_form;39;0.7500;0.7410;0.3994;0.5572;0.3094;0.2576;0.0000;0.5000;0.0000;0.0000;777;0.5141;0.4980;0.1000;0.0000;0.0000
1767560700000000;618;559;observe;zero_point_regulation;WAIT;fs_60b1f0ca21;1|0.55|0.55|0.55|-0.55|0.50|0.50|0.00;0.60|0.40|0.80|0.40|0.40|0.00|0.40|0.60|0.40|0.80|0.40|0.80|0.60|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.5154;0.3575;0.2314;0.3445;0.2636;0.0000;0.5000;0.0000;0.0000;0.3951;0.0344;0.0000;1;327;377;0.9792;0.6256;0.5207;0.3410;0.2297;0.1038;0.6132;0.5468;0.2460;0.3803;0.1708;0.1500;fc_a11a6bbec3;compound_form;1;0.0714;0.2217;0.0115;0.3780;0.0052;0.9359;0.0000;0.5000;0.0000;0.0000;778;0.5141;0.4979;0.1000;0.0000;0.0000
1767561000000000;619;560;observe;zero_point_regulation;WAIT;fs_60b1f0ca21;1|0.55|0.55|0.55|-0.55|0.50|0.50|0.00;0.60|0.40|0.60|0.60|0.40|0.00|0.80|0.40|0.60|0.80|0.60|0.60|0.40|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.4583;0.3656;0.2064;0.3283;0.2432;0.0000;0.5000;0.0000;0.0000;0.3794;0.0451;0.0000;1;327;378;0.9793;0.6298;0.5340;0.3432;0.2456;0.1123;0.6208;0.4959;0.3219;0.3930;0.1549;0.1342;-;single;0;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.5000;0.0000;0.0000;778;0.4732;0.4622;0.1000;0.0000;0.0000
1767561300000000;620;561;observe;zero_point_regulation;WAIT;fs_f6ee270ee8;1|0.55|0.55|0.55|0.55|0.50|0.50|0.00;0.60|0.60|0.60|0.60|0.40|0.40|0.00|0.40|0.60|0.80|0.20|0.80|0.40|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.5051;0.2996;0.2375;0.3676;0.2782;-0.1098;0.4899;0.0574;0.0663;0.4633;0.0793;0.0398;1;327;815;0.9903;0.6521;0.5769;0.3938;0.2070;0.0943;0.6494;0.5418;0.3123;0.3215;0.1163;0.1066;fc_01c580cc53;compound_form;30;0.6977;0.7452;0.3928;0.5507;0.2981;0.3115;0.0000;0.5000;0.0000;0.0000;778;0.4732;0.4622;0.1000;0.0000;0.0000
1767561600000000;621;562;hold;maturity_block;SHORT;fs_4dc680bed9;2|0.40|0.40|0.40|0.40|0.40|0.70|0.70|0.00;0.40|0.40|0.60|0.40|0.60|0.20|0.00|0.60|0.40|0.80|0.20|0.80|0.60|0.60|0.60|0.60|0.00|0.00|0.00;structured_form;2;0.6054;0.2876;0.2966;0.4133;0.3284;-0.1497;0.4825;0.0853;0.0974;0.3973;0.0823;0.0584;1;327;289;0.9731;0.6692;0.5934;0.4245;0.1756;0.0703;0.6544;0.6397;0.2100;0.3006;0.1157;0.0887;fc_605100d413;compound_form;1;0.0714;0.2223;0.0123;0.4145;0.0055;0.9482;0.0000;0.5000;0.0000;0.0000;779;0.6204;0.6604;0.1000;0.0000;0.0000
1767561900000000;622;563;hold;maturity_block;SHORT;fs_d278415036;1|0.00|0.00|0.00|-0.55|0.50|0.50|0.00;0.00|0.00|0.20|-0.20|0.40|0.00|0.20|0.60|0.40|0.80|0.40|0.60|0.40|0.20|0.40|0.40|0.20|0.20|0.00;wide_form;1;0.4897;0.2468;0.2339;0.3673;0.2823;-0.0816;0.4942;0.0406;0.0523;0.3887;0.0612;0.0314;1;327;811;0.9902;0.6392;0.5386;0.3751;0.1861;0.0987;0.6279;0.5266;0.2571;0.2490;0.1589;0.1491;fc_e503b6dff2;compound_form;1;0.0714;0.2195;0.0119;0.4085;0.0053;0.9512;0.0000;0.5000;0.0000;0.0000;769;0.4965;0.4890;0.1902;0.1108;0.0000
1767562200000000;623;564;hold;context_cluster_negative;WAIT;fs_26ee3927a8;1|0.00|0.00|0.55|0.00|0.50|0.50|0.00;0.20|0.20|0.20|0.20|0.40|0.20|0.00|0.40|0.60|0.80|0.20|0.80|0.60|0.20|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.5433;0.2175;0.2324;0.3791;0.2698;0.0000;0.5000;0.0000;0.0000;0.4339;0.0317;0.0000;1;327;10;0.5556;1.0000;0.5556;0.4325;0.2215;0.0475;0.5800;0.6140;0.2267;0.2346;0.4444;0.0000;fc_a73e8aea59;compound_form;6;0.3158;0.7507;0.1780;0.5522;0.1146;0.7017;0.0000;0.5000;0.0000;0.0000;769;0.5372;0.5393;0.1000;0.0000;0.0000
1767562500000000;624;565;observe;zero_point_regulation;SHORT;fs_1e0bb8443c;1|0.00|0.00|0.00|0.00|0.50|0.50|0.00;-0.20|0.00|-0.20|-0.20|0.20|0.00|0.00|0.80|0.20|0.80|0.40|0.80|0.40|0.00|0.40|0.40|0.20|0.40|0.00;wide_form;1;0.4679;0.2640;0.2074;0.3380;0.2548;-0.0464;0.4976;0.0220;0.0180;0.3895;0.0510;0.0108;1;327;2479;0.9968;0.5985;0.4912;0.3291;0.2019;0.1184;0.6000;0.5173;0.2671;0.2667;0.1798;0.1766;fc_c29641ab92;compound_form;1;0.0714;0.2502;0.0132;0.4048;0.0060;0.9479;0.0000;0.5000;0.0000;0.0000;770;0.4535;0.4359;0.1301;0.3394;0.0000
1767562800000000;625;566;observe;zero_point_regulation;SHORT;fs_20d1fbcb01;1|-0.55|-0.55|0.00|0.55|0.50|0.50|0.00;-0.40|-0.20|-0.40|-0.60|0.20|0.40|0.00|0.80|0.20|0.60|0.20|0.60|0.40|0.00|0.40|0.40|0.20|0.40|0.00;wide_form;1;0.4285;0.3642;0.1959;0.3181;0.2308;0.0000;0.5000;0.0000;0.0000;0.3865;0.0398;0.0000;1;327;50;0.8621;0.6859;0.5024;0.3284;0.2523;0.1198;0.5742;0.4854;0.2844;0.3345;0.2883;0.1503;fc_67e1be4f3c;compound_form;1;0.0714;0.2253;0.0116;0.3607;0.0052;0.9349;0.0000;0.5000;0.0000;0.0000;771;0.4535;0.4359;0.1985;0.3277;0.0000
1767563100000000;626;567;hold;stressed_block;WAIT;fs_560020e242;1|-0.55|-0.55|-0.55|0.00|0.50|0.50|0.00;-0.40|-0.40|-0.40|-0.80|0.00|0.20|0.00|0.20|0.80|0.60|0.00|0.40|0.40|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.4001;0.3290;0.1831;0.3186;0.2293;-0.0853;0.4937;0.0446;0.0379;0.4230;0.0819;0.0280;1;327;1336;0.9940;0.6298;0.5282;0.3433;0.2370;0.1259;0.6225;0.4424;0.3873;0.3081;0.1624;0.1564;fc_eb53d94897;compound_form;11;0.4583;0.7405;0.2489;0.4951;0.1691;0.5503;0.0000;0.5000;0.0000;0.0000;771;0.4535;0.4359;0.1000;0.0000;0.0000
1767563400000000;627;568;hold;context_cluster_negative;WAIT;fs_560020e242;1|-0.55|-0.55|-0.55|0.00|0.50|0.50|0.00;-0.40|-0.40|-0.40|-0.60|0.00|0.00|0.20|0.80|0.20|0.60|0.40|0.60|0.40|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.4387;0.3404;0.2153;0.3380;0.2601;-0.0853;0.4937;0.0446;0.0379;0.3726;0.0615;0.0234;1;327;1337;0.9941;0.6261;0.5143;0.3423;0.2175;0.1050;0.6147;0.4751;0.2418;0.3231;0.1796;0.1737;-;single;0;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.5000;0.0000;0.0000;771;0.4534;0.4358;0.1000;0.0000;0.0000
1767563700000000;628;569;observe;zero_point_regulation;WAIT;fs_20d1fbcb01;1|-0.55|-0.55|0.00|0.55|0.50|0.50|0.00;-0.40|-0.40|-0.40|-0.60|0.00|0.60|0.00|0.40|0.60|0.60|0.20|0.60|0.40|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.4224;0.3019;0.1963;0.3393;0.2444;0.0000;0.5000;0.0000;0.0000;0.3844;0.0467;0.0014;1;327;51;0.8644;0.6974;0.5598;0.3827;0.2223;0.1055;0.6075;0.4703;0.3336;0.2967;0.2069;0.0713;fc_28f726c8e7;compound_form;1;0.0714;0.2319;0.0123;0.3464;0.0055;0.9295;0.0000;0.5000;0.0000;0.0000;769;0.4535;0.4359;0.1000;0.0000;0.0000
1767564000000000;629;570;observe;zero_point_regulation;WAIT;fs_b031b1f135;2|0.40|0.40|0.40|-0.80|0.40|0.70|0.35|0.00;0.40|0.20|0.40|0.40|0.20|0.00|1.00|0.80|0.20|0.80|0.80|0.80|0.60|0.60|0.60|0.60|0.20|0.20|0.00;structured_form;2;0.6183;0.3500;0.2979;0.3941;0.3052;0.0000;0.5000;0.0000;0.0000;0.4125;0.0269;0.0000;1;327;49;0.8596;0.7481;0.5595;0.3859;0.2330;0.0793;0.6128;0.6706;0.1923;0.3711;0.2704;0.1300;fc_32fda592a0;compound_form;1;0.0714;0.2245;0.0122;0.3974;0.0054;0.9686;0.0000;0.5000;0.0000;0.0000;770;0.6712;0.6901;0.1413;0.2732;0.0000
1767564300000000;630;571;hold;context_cluster_negative;WAIT;fs_54218bf81f;2|0.40|0.40|0.00|0.00|0.40|0.70|0.70|0.00;0.40|0.20|0.40|0.20|0.20|0.00|0.20|0.00|1.00|0.80|0.20|0.60|0.60|0.60|0.80|0.80|0.00|0.00|0.00;structured_form;2;0.6081;0.2236;0.2363;0.3764;0.2601;0.0000;0.5000;0.0000;0.0000;0.4432;0.0406;0.0000;1;327;10;0.5556;1.0000;0.5556;0.4219;0.2406;0.0588;0.5800;0.6807;0.2896;0.2595;0.4444;0.0000;fc_79ad922f25;compound_form;6;0.3158;0.8073;0.1929;0.6343;0.1295;0.6862;0.0000;0.5000;0.0000;0.0000;770;0.6828;0.7044;0.1000;0.0000;0.0000
1767564600000000;631;572;hold;fused_score_too_low;WAIT;fs_d278415036;1|0.00|0.00|0.00|-0.55|0.50|0.50|0.00;0.00|0.20|0.00|0.20|0.20|0.00|0.60|0.40|0.60|0.80|0.60|0.60|0.60|0.20|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.5405;0.2374;0.2505;0.3822;0.2933;-0.0816;0.4942;0.0406;0.0523;0.4249;0.0636;0.0314;1;327;812;0.9902;0.6452;0.5628;0.3934;0.1853;0.0927;0.6412;0.5758;0.2745;0.2713;0.1290;0.1192;fc_89cca8c39b;compound_form;6;0.3158;0.7478;0.1789;0.5870;0.1156;0.7052;0.0000;0.5000;0.0000;0.0000;770;0.5723;0.5679;0.1000;0.0000;0.0000
1767564900000000;632;573;hold;context_cluster_negative;WAIT;fs_1e0bb8443c;1|0.00|0.00|0.00|0.00|0.50|0.50|0.00;0.00|0.20|-0.20|0.40|0.00|0.00|0.20|0.20|0.80|0.80|0.00|0.60|0.60|0.20|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.5231;0.2011;0.1992;0.3386;0.2433;-0.0464;0.4976;0.0220;0.0180;0.4941;0.0651;0.0108;1;327;2480;0.9968;0.5979;0.4944;0.3308;0.2026;0.1352;0.6017;0.5558;0.3677;0.2206;0.1736;0.1704;fc_b1ee109595;compound_form;115;0.8984;0.7410;0.4932;0.5943;0.4072;0.1056;0.0000;0.5000;0.0000;0.0000;770;0.5548;0.5463;0.1000;0.0000;0.0000
